ASDM_UID FOV FREQUENCY_RESOLUTION
uid://A002/X554543/X3d0 17.246726786839943 122.0703125
uid://A002/X3fdb4f/X5e4 18.43190908274003 31250.0
uid://A002/X49990a/X505 9.270633335430148 31250.0
uid://A002/X5552a3/Xd88 22.276912564631058 976.5625
uid://A002/X3ddbb0/X447 18.085555269392312 976.5625
uid://A002/X518d2b/X571 29.007052673492563 488.28125
uid://A002/X4b58a4/X1ee 9.270633335430148 31250.0
uid://A002/X3fa880/X1cd 18.085555269392312 976.5625
uid://A002/X49a70a/Xd6 9.148193155725043 976.5625
uid://A002/X47ed8e/X311 61.166059565178166 976.5625
uid://A002/X54d35d/Xb61 17.603160633520986 976.5625
uid://A002/X52f1e2/X7a9 18.423738079948436 31250.0
uid://A002/X3fbe56/X211 66.52247568095568 976.5625
uid://A002/X4b1170/Xbaf 24.855505756850203 244.140625
uid://A002/X331413/X60 24.17267938635949 976.5625
uid://A002/X590461/X9db 9.268862779357287 31250.0
uid://A002/X590461/Xb0a 9.268867455606342 31250.0
uid://A002/X51d696/X64 18.026028297287834 31250.0
uid://A002/X411025/X301 18.26115671529038 31250.0
uid://A002/X590461/X620 9.19757205996598 31250.0
uid://A002/X57d273/X8e 68.55640305983162 31250.0
uid://A002/X590461/X288 18.367634769786847 31250.0
uid://A002/X54d35d/X1f7 18.475073313782993 976.5625
uid://A002/X54face/X1b5 24.830200349959995 976.5625
uid://A002/X537777/X1de 27.945834452448093 122.0703125
uid://A002/X32d5f1/X832 18.389911574737322 976.5625
uid://A002/X518d2b/X36e 18.728504895003177 976.5625
uid://A002/X497d07/X354 22.144112478031634 122.0703125
uid://A002/X49b5dd/X23d 22.144112478031634 122.0703125
uid://A002/X54d35d/X9d4 18.596501378207382 976.5625
uid://A002/X38570d/X10 58.43351570235332 976.5625
uid://A002/X574c40/X263 59.32274052040262 30.517578125
uid://A002/X4bb4dd/X323 58.640582028367795 976.5625
uid://A002/X479db5/X586 68.22661959029915 976.5625
uid://A002/X479db5/X77f 24.32367138870529 976.5625
uid://A002/X479db5/X890 24.32367138870529 976.5625
uid://A002/X388522/X483 26.29913190026086 976.5625
uid://A002/X574c40/X6f2 18.217538056194346 244.140625
uid://A002/X515b5c/X616 18.62885781007858 122.0703125
uid://A002/X652932/X264f 17.62233030342215 488.28125
uid://A002/X3f6a86/X7fb 59.03848655683118 976.5625
uid://A002/X3ddbb0/X54 18.423740773873146 31250.0
uid://A002/X369097/X419 60.8661896432024 976.5625
uid://A002/X383b50/Xdb7 18.108222695923942 976.5625
uid://A002/X3cb0a0/X56e 21.2304684723151 31250.0
uid://A002/X3df8fa/X30e 21.230693169924375 976.5625
uid://A002/X3f6a86/X5da 27.878398607029734 61.03515625
uid://A002/X40e374/Xa31 18.3753227931704 976.5625
uid://A002/X47bd4d/X4c7 66.91861169908184 976.5625
uid://A002/X4fed6b/X1 9.678763993979759 488.28125
uid://A002/X41e287/X1da 19.640774597220936 976.5625
uid://A002/X494155/X8be 28.317306430837075 976.5625
uid://A002/X494155/X674 25.25055286936707 31250.0
uid://A002/X2e7826/X7d4 17.951914514695343 976.5625
uid://A002/X31ab3d/X6a6 18.313265213049288 976.5625
uid://A002/X30a93d/X6e 28.159885887202737 122.0703125
uid://A002/X31d189/X66a 18.32460732984027 31250.0
uid://A002/X2c54bd/X3cb 63.55026906982177 61.03515625
uid://A002/X3237b1/Xc9 64.70713601594055 61.03515625
uid://A002/X36bf6c/X9e 58.514879358600076 30.517578125
uid://A002/X3dc0e7/Xf32 17.951914514695343 976.5625
uid://A002/X331413/X1bc 23.707958592356896 976.5625
uid://A002/X41f8d2/X50f 9.148193150742367 976.5625
uid://A002/X41e287/X8ac 21.099873437609254 976.5625
uid://A002/X46457e/X979 19.43519817890642 976.5625
uid://A002/X46457e/Xadc 19.43519817890642 976.5625
uid://A002/X43036c/X5f1 25.00844692547369 976.5625
uid://A002/X4b483b/X5c3 9.304756138985528 976.5625
uid://A002/X49990a/X197 18.196851590847114 976.5625
uid://A002/X321719/X4fd 68.45035990768352 976.5625
uid://A002/X36e957/X501 58.857876912324585 976.5625
uid://A002/X463144/X473 9.211094396403045 976.5625
uid://A002/X460fc9/X8cc 9.225170869932734 976.5625
uid://A002/X31ab3d/X257 18.47542548465271 122.0703125
uid://A002/X31ceee/Xe8 18.47542548465271 122.0703125
uid://A002/X4afc39/X25f 17.218995558592415 122.0703125
uid://A002/X517008/X438 18.423738079948436 31250.0
uid://A002/X51ac2a/Xb0f 18.423738079948436 31250.0
uid://A002/X518d2b/X4b7 27.391304347817155 31250.0
uid://A002/X4b1170/X584 26.211848108997188 976.5625
uid://A002/X533e2c/X9a 9.227517932572265 488.28125
uid://A002/X3dc0e7/X983 18.085555269392312 976.5625
uid://A002/X44875a/X2c4 18.085555269392312 976.5625
uid://A002/X44a295/X261 18.085555269392312 976.5625
uid://A002/X51ee7e/X44 17.999271640183004 976.5625
uid://A002/X51ee7e/X4dd 17.999271640183004 976.5625
uid://A002/X3df8fa/Xf6 28.187919463087248 976.5625
uid://A002/X5784d5/X7ae 18.488172815727946 976.5625
uid://A002/X41d520/X5f7 8.969220275528423 976.5625
uid://A002/X36a70f/X4ce 24.32182781547307 122.0703125
uid://A002/X552607/Xa39 18.217538056194346 244.140625
uid://A002/X54d35d/X64 27.98061611727348 976.5625
uid://A002/X41ac1f/X21f 20.043797606703755 976.5625
uid://A002/X47d651/X7cd 24.32367138870529 976.5625
uid://A002/X35cca0/X27e 58.43351570235332 976.5625
uid://A002/X54face/X623 59.32274052040262 30.517578125
uid://A002/X590461/X11e1 68.55640305983162 31250.0
uid://A002/X3cb0a0/X867 21.230490055975515 976.5625
uid://A002/X463144/Xb67 9.678763993979759 488.28125
uid://A002/X4b71b4/X459 18.258228827778577 244.140625
uid://A002/X460fc9/X113 27.124800821080637 31250.0
